,Issue_date,Name,Name_of_Issuer,CUSIP,Shares
0,2015-11-10,Adirondack_Funds,ABBOTT LABS,2824100,"6,625"
1,2015-11-10,Adirondack_Funds,ABBVIE INC,00287Y109,"6,300"
2,2015-11-10,Adirondack_Funds,ALCOA INC,13817101,"45,800"
3,2015-11-10,Adirondack_Funds,ALLSCRIPTS HEALTHCARE SOLUTN,01988P108,"349,059"
4,2015-11-10,Adirondack_Funds,AT&T INC,00206R102,"13,800"
5,2015-11-10,Adirondack_Funds,AUTOBYTEL INC,05275N205,"175,170"
6,2015-11-10,Adirondack_Funds,AXCELIS TECHNOLOGIES INC,54540109,"1,335,963"
7,2015-11-10,Adirondack_Funds,AXT INC,00246W103,"277,040"
8,2015-11-10,Adirondack_Funds,BARRETT BILL CORP,06846N104,"57,239"
9,2015-11-10,Adirondack_Funds,BENCHMARK ELECTRS INC,08160H101,"56,173"
10,2015-11-10,Adirondack_Funds,BLACK DIAMOND INC,09202G101,"775,561"
11,2015-11-10,Adirondack_Funds,BLOUNT INTL INC,95180105,"673,194"
12,2015-11-10,Adirondack_Funds,BOSTON SCIENTIFIC CORP,101137107,"34,025"
13,2015-11-10,Adirondack_Funds,BOULDER BRANDS INC,101405108,"450,166"
14,2015-11-10,Adirondack_Funds,BROCADE COMMUNICATIONS SYS I,111621306,"259,487"
15,2015-11-10,Adirondack_Funds,BROOKLINE BANCORP INC DEL,11373M107,"350,140"
16,2015-11-10,Adirondack_Funds,CALLAWAY GOLF CO,131193104,"470,181"
17,2015-11-10,Adirondack_Funds,CARRIZO OIL & GAS INC,144577103,"34,800"
18,2015-11-10,Adirondack_Funds,CLOUD PEAK ENERGY INC,18911Q102,"1,051,395"
19,2015-11-10,Adirondack_Funds,CNO FINL GROUP INC,12621E103,"232,706"
20,2015-11-10,Adirondack_Funds,COCA COLA ENTERPRISES INC NE,19122T109,"12,450"
21,2015-11-10,Adirondack_Funds,COLUMBIA PIPELINE GROUP INC,198280109,"13,175"
22,2015-11-10,Adirondack_Funds,CONSOLIDATED EDISON INC,209115104,"8,225"
23,2015-11-10,Adirondack_Funds,COVANTA HLDG CORP,22282E102,"291,000"
24,2015-11-10,Adirondack_Funds,CRYOLIFE INC,228903100,"272,923"
25,2015-11-10,Adirondack_Funds,CSS INDS INC,125906107,"97,998"
26,2015-11-10,Adirondack_Funds,CTS CORP,126501105,"188,867"
27,2015-11-10,Adirondack_Funds,DEAN FOODS CO,242370203,"255,658"
28,2015-11-10,Adirondack_Funds,DYNEGY INC NEW,26817R108,"167,106"
29,2015-11-10,Adirondack_Funds,EASTMAN KODAK CO,277461406,"260,599"
30,2015-11-10,Adirondack_Funds,ELECTRO SCIENTIFIC INDS,285229100,"703,068"
31,2015-11-10,Adirondack_Funds,EMCOR GROUP INC,29084Q100,"17,699"
32,2015-11-10,Adirondack_Funds,ENDURANCE SPECIALTY HLDGS LT,G30397106,"96,988"
33,2015-11-10,Adirondack_Funds,EXELON CORP,30161N101,"11,840"
34,2015-11-10,Adirondack_Funds,EXPRESS INC,30219E103,"221,434"
35,2015-11-10,Adirondack_Funds,FIRSTMERIT CORP,337915102,"316,139"
36,2015-11-10,Adirondack_Funds,FLY LEASING LTD,34407D109,"416,941"
37,2015-11-10,Adirondack_Funds,FRESH DEL MONTE PRODUCE INC,G36738105,"153,667"
38,2015-11-10,Adirondack_Funds,GAIAM INC,36268Q103,"229,091"
39,2015-11-10,Adirondack_Funds,GENERAL ELECTRIC CO,369604103,"14,900"
40,2015-11-10,Adirondack_Funds,GENWORTH FINL INC,37247D106,"357,832"
41,2015-11-10,Adirondack_Funds,GLOBAL POWER EQUIPMENT GRP I,37941P306,"553,198"
42,2015-11-10,Adirondack_Funds,HARTFORD FINL SVCS GROUP INC,416515104,"20,425"
43,2015-11-10,Adirondack_Funds,HECLA MNG CO,422704106,"172,200"
44,2015-11-10,Adirondack_Funds,HOOPER HOLMES INC,439104100,"2,767,665"
45,2015-11-10,Adirondack_Funds,HUNTSMAN CORP,447011107,"26,275"
46,2015-11-10,Adirondack_Funds,INTREPID POTASH INC,46121Y102,"363,238"
47,2015-11-10,Adirondack_Funds,INVACARE CORP,461203101,"155,420"
48,2015-11-10,Adirondack_Funds,IPASS INC,46261V108,"2,614,821"
49,2015-11-10,Adirondack_Funds,JANUS CAP GROUP INC,47102X105,"77,548"
50,2015-11-10,Adirondack_Funds,JETBLUE AIRWAYS CORP,477143101,"142,805"
51,2015-11-10,Adirondack_Funds,JOHNSON & JOHNSON,478160104,"2,250"
52,2015-11-10,Adirondack_Funds,KCG HLDGS INC,48244B100,"486,428"
53,2015-11-10,Adirondack_Funds,KEY TRONICS CORP,493144109,"36,900"
54,2015-11-10,Adirondack_Funds,KRATON PERFORMANCE POLYMERS,50077C106,"82,305"
55,2015-11-10,Adirondack_Funds,LMI AEROSPACE INC,502079106,"376,282"
56,2015-11-10,Adirondack_Funds,LSI INDS INC,50216C108,"573,678"
57,2015-11-10,Adirondack_Funds,MATTSON TECHNOLOGY INC,577223100,"1,601,558"
58,2015-11-10,Adirondack_Funds,MCDERMOTT INTL INC,580037109,"598,371"
59,2015-11-10,Adirondack_Funds,METLIFE INC,59156R108,"11,600"
60,2015-11-10,Adirondack_Funds,MFA FINL INC,55272X102,"804,144"
61,2015-11-10,Adirondack_Funds,MICROSOFT CORP,594918104,"8,675"
62,2015-11-10,Adirondack_Funds,MONDELEZ INTL INC,609207105,"8,050"
63,2015-11-10,Adirondack_Funds,MORGAN STANLEY,617446448,"14,500"
64,2015-11-10,Adirondack_Funds,NATIONAL WESTN LIFE INS CO,638522102,"11,796"
65,2015-11-10,Adirondack_Funds,NATIONSTAR MTG HLDGS INC,63861C109,"383,482"
66,2015-11-10,Adirondack_Funds,NEOPHOTONICS CORP,64051T100,"672,304"
67,2015-11-10,Adirondack_Funds,NISOURCE INC,65473P105,"13,175"
68,2015-11-10,Adirondack_Funds,NORTHWEST PIPE CO,667746101,"115,605"
69,2015-11-10,Adirondack_Funds,OFFICE DEPOT INC,676220106,"237,565"
70,2015-11-10,Adirondack_Funds,ORION ENERGY SYSTEMS INC,686275108,"1,061,711"
71,2015-11-10,Adirondack_Funds,ORTHOFIX INTL N V,N6748L102,"156,586"
72,2015-11-10,Adirondack_Funds,OWENS & MINOR INC NEW,690732102,"173,942"
73,2015-11-10,Adirondack_Funds,OWENS ILL INC COM,690768403,"16,700"
74,2015-11-10,Adirondack_Funds,PAN AMERICAN SILVER CORP,697900108,"151,574"
75,2015-11-10,Adirondack_Funds,PEP BOYS MANNY MOE & JACK,713278109,"411,201"
76,2015-11-10,Adirondack_Funds,PFIZER INC,717081103,"10,425"
77,2015-11-10,Adirondack_Funds,PHOENIX COS INC NEW,71902E604,"94,812"
78,2015-11-10,Adirondack_Funds,PRGX GLOBAL INC,69357C503,"302,279"
79,2015-11-10,Adirondack_Funds,PURECYCLE CORP,746228303,"132,299"
80,2015-11-10,Adirondack_Funds,REALNETWORKS INC,75605L708,"724,615"
81,2015-11-10,Adirondack_Funds,RENTECH INC COM,760112201,"219,596"
82,2015-11-10,Adirondack_Funds,SANMINA CORPORATION,801056102,"136,040"
83,2015-11-10,Adirondack_Funds,SCRIPPS E W CO OHIO,811054402,"250,367"
84,2015-11-10,Adirondack_Funds,SEABOARD CORP,811543107,482
85,2015-11-10,Adirondack_Funds,SEACHANGE INTL INC,811699107,"690,713"
86,2015-11-10,Adirondack_Funds,SELECTIVE INS GROUP INC,816300107,"199,920"
87,2015-11-10,Adirondack_Funds,STERLING CONSTRUCTION CO INC,859241101,"917,268"
88,2015-11-10,Adirondack_Funds,STEWART INFORMATION SVCS COR,860372101,"102,362"
89,2015-11-10,Adirondack_Funds,SUPERIOR INDS INTL INC,868168105,"238,295"
90,2015-11-10,Adirondack_Funds,TECK RESOURCES LTD,878742204,"34,145"
91,2015-11-10,Adirondack_Funds,TRAVELCENTERS OF AMERICA LLC,894174101,"327,464"
92,2015-11-10,Adirondack_Funds,TREDEGAR CORP,894650100,"201,063"
93,2015-11-10,Adirondack_Funds,TRINITY BIOTECH PLC,896438306,"302,305"
94,2015-11-10,Adirondack_Funds,TRUSTCO BK CORP N Y,898349105,"60,550"
95,2015-11-10,Adirondack_Funds,VIOLIN MEMORY INC,92763A101,"1,858,801"
96,2015-11-10,Adirondack_Funds,VISHAY INTERTECHNOLOGY INC,928298108,"480,672"
97,2015-11-10,Adirondack_Funds,VISTEON CORP,92839U206,"22,088"
98,2015-11-10,Adirondack_Funds,VONAGE HLDGS CORP,92886T201,"1,363,022"
99,2015-11-10,Adirondack_Funds,XCERRA CORP,98400J108,"239,269"
100,2015-11-10,Adirondack_Funds,XEROX CORP,984121103,"46,150"
101,2015-11-10,Adirondack_Funds,XURA INC,98420V107,"134,258"
102,2016-11-01,ADVANCE_CAPITAL_I_INC,AARONS INC,002535300,"19,000"
103,2016-11-01,ADVANCE_CAPITAL_I_INC,ADVANCE AUTO PARTS,00751Y106,"4,500"
104,2016-11-01,ADVANCE_CAPITAL_I_INC,APPLE COMPUTER,037833100,"3,100"
105,2016-11-01,ADVANCE_CAPITAL_I_INC,ABBOTT LABS,002824100,"10,200"
106,2016-11-01,ADVANCE_CAPITAL_I_INC,ANALOG DEVICES,032654105,"16,700"
107,2016-11-01,ADVANCE_CAPITAL_I_INC,ALLIANCE DATASYS,018581108,"2,200"
108,2016-11-01,ADVANCE_CAPITAL_I_INC,AETNA INC.,00817Y108,"2,600"
109,2016-11-01,ADVANCE_CAPITAL_I_INC,AMTRUST FINANCIAL,032359309,"7,800"
110,2016-11-01,ADVANCE_CAPITAL_I_INC,ASSURED GUARANTY LTD,G0585R106,"7,800"
111,2016-11-01,ADVANCE_CAPITAL_I_INC,ALASKA AIR GROUP,011659109,"6,100"
112,2016-11-01,ADVANCE_CAPITAL_I_INC,ALLY FINANCIAL INC.,02005N100,"12,300"
113,2016-11-01,ADVANCE_CAPITAL_I_INC,AFFILIATED MANAGERS GROUP,008252108,"2,200"
114,2016-11-01,ADVANCE_CAPITAL_I_INC,AMERIPRISE FINANCIAL,03076C106,"2,200"
115,2016-11-01,ADVANCE_CAPITAL_I_INC,ANTHEM INC,036752103,"1,900"
116,2016-11-01,ADVANCE_CAPITAL_I_INC,APTAR GROUP INC.,038336103,"4,000"
117,2016-11-01,ADVANCE_CAPITAL_I_INC,AMERICAN EXPRESS COMPANY,025816109,"4,100"
118,2016-11-01,ADVANCE_CAPITAL_I_INC,ACUITY BRANDS INC,00508Y102,"2,900"
119,2016-11-01,ADVANCE_CAPITAL_I_INC,CR BARD INC,067383109,"4,300"
120,2016-11-01,ADVANCE_CAPITAL_I_INC,BECTON DICKINSON & CO,075887109,"2,400"
121,2016-11-01,ADVANCE_CAPITAL_I_INC,POPULAR INC,733174700,"6,900"
122,2016-11-01,ADVANCE_CAPITAL_I_INC,BERKSHIRE HATHAWAY I,084670702,"2,200"
123,2016-11-01,ADVANCE_CAPITAL_I_INC,BORG WARNER INC,099724106,"6,000"
124,2016-11-01,ADVANCE_CAPITAL_I_INC,"CARDINAL HEALTH, INC.",14149Y108,"4,000"
125,2016-11-01,ADVANCE_CAPITAL_I_INC,CBRE GROUP INC. - A,12504L109,"7,800"
126,2016-11-01,ADVANCE_CAPITAL_I_INC,C.H. ROBINSON WORLDWIDE,12541W209,"10,900"
127,2016-11-01,ADVANCE_CAPITAL_I_INC,CIGNA CORP,125509109,"2,300"
128,2016-11-01,ADVANCE_CAPITAL_I_INC,"CIT GROUP, INC.",125581801,"6,400"
129,2016-11-01,ADVANCE_CAPITAL_I_INC,CLARCOR INC,179895107,"6,200"
130,2016-11-01,ADVANCE_CAPITAL_I_INC,DELTA AIR LINES INC.,247361702,"8,300"
131,2016-11-01,ADVANCE_CAPITAL_I_INC,DISCOVER FINANCIAL SERVICE,254709108,"4,600"
132,2016-11-01,ADVANCE_CAPITAL_I_INC,DOVER CORPORATION,260003108,"13,500"
133,2016-11-01,ADVANCE_CAPITAL_I_INC,EBAY INC.,278642103,"16,600"
134,2016-11-01,ADVANCE_CAPITAL_I_INC,"ECOLAB, INC.",278865100,"5,200"
135,2016-11-01,ADVANCE_CAPITAL_I_INC,EASTMAN CHEMICAL,277432100,"3,900"
136,2016-11-01,ADVANCE_CAPITAL_I_INC,EMERSON ELECTRIC COMPANY,291011104,"9,400"
137,2016-11-01,ADVANCE_CAPITAL_I_INC,EAST-WEST BANCORP INC,27579R104,"6,100"
138,2016-11-01,ADVANCE_CAPITAL_I_INC,EXPEDITORS INTL WASH,302130109,"17,500"
139,2016-11-01,ADVANCE_CAPITAL_I_INC,FEDEX CORPORATION,31428X106,"2,500"
140,2016-11-01,ADVANCE_CAPITAL_I_INC,FAIR ISAAC CORP,303250104,"4,300"
141,2016-11-01,ADVANCE_CAPITAL_I_INC,FLOWERS FOODS INC,343498101,"35,600"
142,2016-11-01,ADVANCE_CAPITAL_I_INC,FMC TECHNOLOGIES,30249U101,"7,400"
143,2016-11-01,ADVANCE_CAPITAL_I_INC,"GENERAL MILLS, INC.",370334104,"7,800"
144,2016-11-01,ADVANCE_CAPITAL_I_INC,GENUINE PARTS CO.,372460105,"9,000"
145,2016-11-01,ADVANCE_CAPITAL_I_INC,GLOBAL PAYMENTS INC,37940X102,"14,600"
146,2016-11-01,ADVANCE_CAPITAL_I_INC,HASBRO INC,418056107,"11,300"
147,2016-11-01,ADVANCE_CAPITAL_I_INC,HUNTINGTON BANCSHARE,446150104,"23,000"
148,2016-11-01,ADVANCE_CAPITAL_I_INC,HOME DEPOT,437076102,"4,400"
149,2016-11-01,ADVANCE_CAPITAL_I_INC,HORMEL FOODS CORP,440452100,"32,900"
150,2016-11-01,ADVANCE_CAPITAL_I_INC,HERSHEY FOODS CORP.,427866108,"11,100"
151,2016-11-01,ADVANCE_CAPITAL_I_INC,HUBBELL INC,443510607,"3,600"
152,2016-11-01,ADVANCE_CAPITAL_I_INC,INTERNATIONAL FLAVOR,459506101,"4,700"
153,2016-11-01,ADVANCE_CAPITAL_I_INC,INTEL,458140100,"16,700"
154,2016-11-01,ADVANCE_CAPITAL_I_INC,ILLINOIS TOOL WORKS,452308109,"5,200"
155,2016-11-01,ADVANCE_CAPITAL_I_INC,INVESCO LTD,G491BT108,"7,800"
156,2016-11-01,ADVANCE_CAPITAL_I_INC,"JONES LANG LASALLE, INC.",48020Q107,"2,100"
157,2016-11-01,ADVANCE_CAPITAL_I_INC,JOHNSON & JOHNSON,478160104,"4,500"
158,2016-11-01,ADVANCE_CAPITAL_I_INC,JUNIPER NETWORKS INC,48203R104,"24,000"
159,2016-11-01,ADVANCE_CAPITAL_I_INC,WILEY JOHN & SONS,968223206,"10,200"
160,2016-11-01,ADVANCE_CAPITAL_I_INC,KEYCORP,493267108,"18,000"
161,2016-11-01,ADVANCE_CAPITAL_I_INC,COCA COLA,191216100,"9,600"
162,2016-11-01,ADVANCE_CAPITAL_I_INC,MICHAEL KORS HOLDING,G60754101,"10,100"
163,2016-11-01,ADVANCE_CAPITAL_I_INC,LEAR CORP,521865204,"4,800"
164,2016-11-01,ADVANCE_CAPITAL_I_INC,LINCOLN ELECTRIC,533900106,"6,500"
165,2016-11-01,ADVANCE_CAPITAL_I_INC,LENNOX INTERNATIONAL,526107107,"2,600"
166,2016-11-01,ADVANCE_CAPITAL_I_INC,SOUTHWEST AIRLINES,844741108,"9,900"
167,2016-11-01,ADVANCE_CAPITAL_I_INC,"MATTEL, INC.",577081102,"29,500"
168,2016-11-01,ADVANCE_CAPITAL_I_INC,MCDONALD'S CORPORATION,580135101,"4,200"
169,2016-11-01,ADVANCE_CAPITAL_I_INC,MEDTRONIC INC.,G5960L103,"6,300"
170,2016-11-01,ADVANCE_CAPITAL_I_INC,3M CO.,88579Y101,"2,200"
171,2016-11-01,ADVANCE_CAPITAL_I_INC,MOLINA HEALTHCARE,60855R100,"3,900"
172,2016-11-01,ADVANCE_CAPITAL_I_INC,MONSANTO CO,61166W101,"3,100"
173,2016-11-01,ADVANCE_CAPITAL_I_INC,MINE SAFETY INC,553498106,"7,300"
174,2016-11-01,ADVANCE_CAPITAL_I_INC,NAVIENT CORP,63938C108,"16,400"
175,2016-11-01,ADVANCE_CAPITAL_I_INC,NIKE,654106103,"9,000"
176,2016-11-01,ADVANCE_CAPITAL_I_INC,NORTHSTAR REALTY FIN,66704R803,"17,700"
177,2016-11-01,ADVANCE_CAPITAL_I_INC,ON Semiconductor Cor,682189105,"16,500"
178,2016-11-01,ADVANCE_CAPITAL_I_INC,"PEPSICO, INC.",713448108,"5,200"
179,2016-11-01,ADVANCE_CAPITAL_I_INC,PROCTOR & GAMBLE,742718109,"6,600"
180,2016-11-01,ADVANCE_CAPITAL_I_INC,POOL CORP,73278L105,"4,600"
181,2016-11-01,ADVANCE_CAPITAL_I_INC,PVH CORP,693656100,"1,900"
182,2016-11-01,ADVANCE_CAPITAL_I_INC,RACKSPACE HOSTING,750086100,"6,800"
183,2016-11-01,ADVANCE_CAPITAL_I_INC,SHERWIN-WILLIAMS CO.,824348106,"1,900"
184,2016-11-01,ADVANCE_CAPITAL_I_INC,SYNCHRONY FINANCIAL,87165B103,"22,800"
185,2016-11-01,ADVANCE_CAPITAL_I_INC,SYSCO CORP,871829107,"27,100"
186,2016-11-01,ADVANCE_CAPITAL_I_INC,TIFFANY & COMPANY,886547108,"9,100"
187,2016-11-01,ADVANCE_CAPITAL_I_INC,UGI HOLDING CORPCOM,902681105,"24,800"
188,2016-11-01,ADVANCE_CAPITAL_I_INC,AMERCO,023586100,"1,000"
189,2016-11-01,ADVANCE_CAPITAL_I_INC,UNUM PROVIDENT CORP,91529Y106,"12,900"
190,2016-11-01,ADVANCE_CAPITAL_I_INC,V.F. CORPORATION,918204108,"17,100"
191,2016-11-01,ADVANCE_CAPITAL_I_INC,VALERO ENERGY CORP,91913Y100,"7,300"
192,2016-11-01,ADVANCE_CAPITAL_I_INC,VOYA FINANCIAL,929089100,"10,300"
193,2016-11-01,ADVANCE_CAPITAL_I_INC,WALGREEN CO,931427108,"4,100"
194,2016-11-01,ADVANCE_CAPITAL_I_INC,WHIRLPOOL CORPORATIO,963320106,"3,100"
195,2016-11-01,ADVANCE_CAPITAL_I_INC,WAL-MART,931142103,"8,700"
196,2016-11-01,ADVANCE_CAPITAL_I_INC,WESTROCK CO,96145D105,"4,400"
197,2016-11-01,ADVANCE_CAPITAL_I_INC,WYNDHAM WORLDWIDE,98310W108,"7,400"
198,2016-11-01,ADVANCE_CAPITAL_I_INC,"XILINX, INC.*",983919101,"25,700"
199,2016-11-01,ADVANCE_CAPITAL_I_INC,DENTSPLY SIRONA INC.,24906P109,"17,800"
200,2016-08-09,ADVANCE_CAPITAL_I_INC,AARONS INC,002535300,"21,200"
201,2016-08-09,ADVANCE_CAPITAL_I_INC,ADVANCE AUTO PARTS,00751Y106,"7,500"
202,2016-08-09,ADVANCE_CAPITAL_I_INC,APPLE COMPUTER,037833100,"5,900"
203,2016-08-09,ADVANCE_CAPITAL_I_INC,AMERISOURCE BERGEN,03073E105,"10,700"
204,2016-08-09,ADVANCE_CAPITAL_I_INC,ABBOTT LABS,002824100,"23,100"
205,2016-08-09,ADVANCE_CAPITAL_I_INC,ANALOG DEVICES,032654105,"28,600"
206,2016-08-09,ADVANCE_CAPITAL_I_INC,ALLIANCE DATASYS,018581108,"3,800"
207,2016-08-09,ADVANCE_CAPITAL_I_INC,AMERICAN EAGLE,02553E106,"11,900"
208,2016-08-09,ADVANCE_CAPITAL_I_INC,AETNA INC.,00817Y108,"5,800"
209,2016-08-09,ADVANCE_CAPITAL_I_INC,AMTRUST FINANCIAL,032359309,"10,900"
210,2016-08-09,ADVANCE_CAPITAL_I_INC,ASSURED GUARANTY LTD,G0585R106,"11,100"
211,2016-08-09,ADVANCE_CAPITAL_I_INC,ALASKA AIR GROUP,011659109,"10,800"
212,2016-08-09,ADVANCE_CAPITAL_I_INC,ALLY FINANCIAL INC.,02005N100,"15,200"
213,2016-08-09,ADVANCE_CAPITAL_I_INC,AFFILIATED MANAGERS GROUP,008252108,"4,100"
214,2016-08-09,ADVANCE_CAPITAL_I_INC,AMERIPRISE FINANCIAL,03076C106,"3,000"
215,2016-08-09,ADVANCE_CAPITAL_I_INC,AMSURG CORP,03232P405,"3,700"
216,2016-08-09,ADVANCE_CAPITAL_I_INC,ARAMARK,03852U106,"22,300"
217,2016-08-09,ADVANCE_CAPITAL_I_INC,ARRIS GROUP INC.,G0551A103,"10,900"
218,2016-08-09,ADVANCE_CAPITAL_I_INC,APTAR GROUP INC.,038336103,"5,500"
219,2016-08-09,ADVANCE_CAPITAL_I_INC,ACUITY BRANDS INC,00508Y102,"5,800"
220,2016-08-09,ADVANCE_CAPITAL_I_INC,BOEING COMPANY,097023105,"5,100"
221,2016-08-09,ADVANCE_CAPITAL_I_INC,CR BARD INC,067383109,"7,500"
222,2016-08-09,ADVANCE_CAPITAL_I_INC,BECTON DICKINSON & CO,075887109,"11,300"
223,2016-08-09,ADVANCE_CAPITAL_I_INC,BIG LOTS INC,089302103,"4,300"
224,2016-08-09,ADVANCE_CAPITAL_I_INC,POPULAR INC,733174700,"9,900"
225,2016-08-09,ADVANCE_CAPITAL_I_INC,BROCADE COMMUNICATIONS SYSTEMS,111621306,"26,500"
226,2016-08-09,ADVANCE_CAPITAL_I_INC,BERKSHIRE HATHAWAY I,084670702,"4,500"
227,2016-08-09,ADVANCE_CAPITAL_I_INC,BORG WARNER INC,099724106,"21,200"
228,2016-08-09,ADVANCE_CAPITAL_I_INC,"CARDINAL HEALTH, INC.",14149Y108,"7,900"
229,2016-08-09,ADVANCE_CAPITAL_I_INC,CASEY'S GENERAL,147528103,"2,500"
230,2016-08-09,ADVANCE_CAPITAL_I_INC,CBRE GROUP INC. - A,12504L109,"9,400"
231,2016-08-09,ADVANCE_CAPITAL_I_INC,C.H. ROBINSON WORLDWIDE,12541W209,"18,500"
232,2016-08-09,ADVANCE_CAPITAL_I_INC,CIGNA CORP,125509109,"4,700"
233,2016-08-09,ADVANCE_CAPITAL_I_INC,"CIT GROUP, INC.",125581801,"8,900"
234,2016-08-09,ADVANCE_CAPITAL_I_INC,CLARCOR INC,179895107,"10,200"
235,2016-08-09,ADVANCE_CAPITAL_I_INC,COMCAST CORP,20030N101,"8,900"
236,2016-08-09,ADVANCE_CAPITAL_I_INC,CENTENE CORP.,15135B101,"15,200"
237,2016-08-09,ADVANCE_CAPITAL_I_INC,CINEMARK HOLDINGS IN,17243V102,"5,600"
238,2016-08-09,ADVANCE_CAPITAL_I_INC,CSX Corp,126408103,"22,500"
239,2016-08-09,ADVANCE_CAPITAL_I_INC,DELTA AIR LINES INC.,247361702,"13,700"
240,2016-08-09,ADVANCE_CAPITAL_I_INC,DOLLAR TREE INC,256746108,"5,800"
241,2016-08-09,ADVANCE_CAPITAL_I_INC,DELUXE CORP,248019101,"3,400"
242,2016-08-09,ADVANCE_CAPITAL_I_INC,DOVER CORPORATION,260003108,"22,000"
243,2016-08-09,ADVANCE_CAPITAL_I_INC,EBAY INC.,278642103,"26,300"
244,2016-08-09,ADVANCE_CAPITAL_I_INC,"ECOLAB, INC.",278865100,"8,500"
245,2016-08-09,ADVANCE_CAPITAL_I_INC,EXPRESS SCRIPTS CLASS A,30219G108,"9,500"
246,2016-08-09,ADVANCE_CAPITAL_I_INC,ENVISION HEALTHCARE,29413U103,"14,300"
247,2016-08-09,ADVANCE_CAPITAL_I_INC,EAST-WEST BANCORP INC,27579R104,"8,500"
248,2016-08-09,ADVANCE_CAPITAL_I_INC,EXPEDITORS INTL WASH,302130109,"28,600"
249,2016-08-09,ADVANCE_CAPITAL_I_INC,FOREST CITY RLTY TR,345605109,"13,200"
250,2016-08-09,ADVANCE_CAPITAL_I_INC,FTI CONSULTING INC.,302941109,"5,800"
251,2016-08-09,ADVANCE_CAPITAL_I_INC,FEDEX CORPORATION,31428X106,"3,900"
252,2016-08-09,ADVANCE_CAPITAL_I_INC,FAIR ISAAC CORP,303250104,"6,500"
253,2016-08-09,ADVANCE_CAPITAL_I_INC,FLOWERS FOODS INC,343498101,"87,700"
254,2016-08-09,ADVANCE_CAPITAL_I_INC,FNF GROUP,31620R303,"8,200"
255,2016-08-09,ADVANCE_CAPITAL_I_INC,TWENTY-FIRST CENTURY,90130A101,"19,100"
256,2016-08-09,ADVANCE_CAPITAL_I_INC,FMC TECHNOLOGIES,30249U101,"10,200"
257,2016-08-09,ADVANCE_CAPITAL_I_INC,"GENERAL MILLS, INC.",370334104,"15,100"
258,2016-08-09,ADVANCE_CAPITAL_I_INC,GENUINE PARTS CO.,372460105,"5,600"
259,2016-08-09,ADVANCE_CAPITAL_I_INC,GRAPHIC PRACKAGING,388689101,"12,000"
260,2016-08-09,ADVANCE_CAPITAL_I_INC,GLOBAL PAYMENTS INC,37940X102,"21,800"
261,2016-08-09,ADVANCE_CAPITAL_I_INC,HASBRO INC,418056107,"15,300"
262,2016-08-09,ADVANCE_CAPITAL_I_INC,HOME DEPOT,437076102,"6,200"
263,2016-08-09,ADVANCE_CAPITAL_I_INC,HNI CORP,404251100,"5,400"
264,2016-08-09,ADVANCE_CAPITAL_I_INC,HERSHEY FOODS CORP.,427866108,"19,000"
265,2016-08-09,ADVANCE_CAPITAL_I_INC,HUBBELL INC,443510607,"5,500"
266,2016-08-09,ADVANCE_CAPITAL_I_INC,INTERNATIONAL FLAVOR,459506101,"7,300"
267,2016-08-09,ADVANCE_CAPITAL_I_INC,INTEL,458140100,"30,600"
268,2016-08-09,ADVANCE_CAPITAL_I_INC,INTERPUBLIC GROUP COMPANIES,460690100,"32,500"
269,2016-08-09,ADVANCE_CAPITAL_I_INC,JABIL CIRCUIT INC.,466313103,"13,100"
270,2016-08-09,ADVANCE_CAPITAL_I_INC,JETBLUE AIRWAYS CORP,477143101,"10,100"
271,2016-08-09,ADVANCE_CAPITAL_I_INC,"JONES LANG LASALLE, INC.",48020Q107,"2,400"
272,2016-08-09,ADVANCE_CAPITAL_I_INC,JOHNSON & JOHNSON,478160104,"9,000"
273,2016-08-09,ADVANCE_CAPITAL_I_INC,JUNIPER NETWORKS INC,48203R104,"35,500"
274,2016-08-09,ADVANCE_CAPITAL_I_INC,WILEY JOHN & SONS,968223206,"11,300"
275,2016-08-09,ADVANCE_CAPITAL_I_INC,KEYCORP,493267108,"25,300"
276,2016-08-09,ADVANCE_CAPITAL_I_INC,COCA COLA,191216100,"21,000"
277,2016-08-09,ADVANCE_CAPITAL_I_INC,KROGER CO,501044101,"16,800"
278,2016-08-09,ADVANCE_CAPITAL_I_INC,KOHLS CORPORATION,500255104,"6,100"
279,2016-08-09,ADVANCE_CAPITAL_I_INC,LEAR CORP,521865204,"7,200"
280,2016-08-09,ADVANCE_CAPITAL_I_INC,LINCOLN ELECTRIC,533900106,"9,900"
281,2016-08-09,ADVANCE_CAPITAL_I_INC,LENNOX INTERNATIONAL,526107107,"4,200"
282,2016-08-09,ADVANCE_CAPITAL_I_INC,LIFEPOINT HOSPITALS,53219L109,"4,000"
283,2016-08-09,ADVANCE_CAPITAL_I_INC,SOUTHWEST AIRLINES,844741108,"19,600"
284,2016-08-09,ADVANCE_CAPITAL_I_INC,LYONDELLBASELL INC.,N53745100,"3,500"
285,2016-08-09,ADVANCE_CAPITAL_I_INC,MACY'S INC,55616P104,"17,900"
286,2016-08-09,ADVANCE_CAPITAL_I_INC,"MATTEL, INC.",577081102,"36,400"
287,2016-08-09,ADVANCE_CAPITAL_I_INC,MCDONALD'S CORPORATION,580135101,"6,500"
288,2016-08-09,ADVANCE_CAPITAL_I_INC,MEDTRONIC INC.,G5960L103,"12,900"
